"","Pclass","Sex","Age","SibSp","Parch","Fare","Cabin","Embarked","Title","PassengerId","Survived"
"417","2","female",34,"1","1",32.5,"U","S","Mrs","417","1"
"418","2","female",18,"0","2",13,"U","S","Miss","418","1"
"419","2","male",30,"0","0",13,"U","S","Mr","419","0"
"420","3","female",10,"0","2",24.15,"U","S","Miss","420","0"
"421","3","male",29.1258427717469,"0","0",7.8958,"U","C","Mr","421","0"
"422","3","male",21,"0","0",7.7333,"U","Q","Mr","422","0"
"423","3","male",29,"0","0",7.875,"U","S","Mr","423","0"
"424","3","female",28,"1","1",14.4,"U","S","Mrs","424","0"
"425","3","male",18,"1","1",20.2125,"U","S","Mr","425","0"
"426","3","male",29.6714418243148,"0","0",7.25,"U","S","Mr","426","0"
"427","2","female",28,"1","0",26,"U","S","Mrs","427","1"
"428","2","female",19,"0","0",26,"U","S","Miss","428","1"
"429","3","male",35.3159549407244,"0","0",7.75,"U","Q","Mr","429","0"
"430","3","male",32,"0","0",8.05,"6","S","Mr","430","1"
"431","1","male",28,"0","0",26.55,"4","S","Mr","431","1"
"432","3","female",27.1047699621372,"1","0",16.1,"U","S","Mrs","432","1"
"433","2","female",42,"1","0",26,"U","S","Mrs","433","1"
"434","3","male",17,"0","0",7.125,"U","S","Mr","434","0"
"435","1","male",50,"1","0",55.9,"6","S","Mr","435","0"
"436","1","female",14,"1","2",120,"3","S","Miss","436","1"
"437","3","female",21,"2","2",34.375,"U","S","Miss","437","0"
"438","2","female",24,"2","3",18.75,"U","S","Mrs","438","1"
"439","1","male",64,"1","4",263,"4","S","Mr","439","0"
"440","2","male",31,"0","0",10.5,"U","S","Mr","440","0"
"441","2","female",45,"1","1",26.25,"U","S","Mrs","441","1"
"442","3","male",20,"0","0",9.5,"U","S","Mr","442","0"
"443","3","male",25,"1","0",7.775,"U","S","Mr","443","0"
"444","2","female",28,"0","0",13,"U","S","Ms","444","1"
"445","3","male",27.3059795676071,"0","0",8.1125,"U","S","Mr","445","1"
"446","1","male",4,"0","2",81.8583,"2","S","Master","446","1"
"447","2","female",13,"0","1",19.5,"U","S","Miss","447","1"
"448","1","male",34,"0","0",26.55,"U","S","Mr","448","1"
"449","3","female",5,"2","1",19.2583,"U","C","Miss","449","1"
"450","1","male",52,"0","0",30.5,"4","S","Major","450","1"
"451","2","male",36,"1","2",27.75,"U","S","Mr","451","0"
"452","3","male",27.6941530493457,"1","0",19.9667,"U","S","Mr","452","0"
"453","1","male",30,"0","0",27.75,"4","C","Mr","453","0"
"454","1","male",49,"1","0",89.1042,"4","C","Mr","454","1"
"455","3","male",28.4572031846922,"0","0",8.05,"U","S","Mr","455","0"
"456","3","male",29,"0","0",7.8958,"U","C","Mr","456","1"
"457","1","male",65,"0","0",26.55,"6","S","Mr","457","0"
"458","1","female",41.5560140692641,"1","0",51.8625,"5","S","Mrs","458","1"
"459","2","female",50,"0","0",10.5,"U","S","Miss","459","1"
"460","3","male",35.3159549407244,"0","0",7.75,"U","Q","Mr","460","0"
"461","1","male",48,"0","0",26.55,"6","S","Mr","461","1"
"462","3","male",34,"0","0",8.05,"U","S","Mr","462","0"
"463","1","male",47,"0","0",38.5,"6","S","Mr","463","0"
"464","2","male",48,"0","0",13,"U","S","Mr","464","0"
"465","3","male",28.4572031846922,"0","0",8.05,"U","S","Mr","465","0"
"466","3","male",38,"0","0",7.05,"U","S","Mr","466","0"
"467","2","male",36.3414814792133,"0","0",0,"U","S","Mr","467","0"
"468","1","male",56,"0","0",26.55,"U","S","Mr","468","0"
"469","3","male",29.6993785229901,"0","0",7.725,"U","Q","Mr","469","0"
"470","3","female",0.75,"2","1",19.2583,"U","C","Miss","470","1"
"471","3","male",29.6714418243148,"0","0",7.25,"U","S","Mr","471","0"
"472","3","male",38,"0","0",8.6625,"U","S","Mr","472","0"
"473","2","female",33,"1","2",27.75,"U","S","Mrs","473","1"
"474","2","female",23,"0","0",13.7917,"5","C","Mrs","474","1"
"475","3","female",22,"0","0",9.8375,"U","S","Miss","475","0"
"476","1","male",38.3872897870187,"0","0",52,"2","S","Mr","476","0"
"477","2","male",34,"1","0",21,"U","S","Mr","477","0"
"478","3","male",29,"1","0",7.0458,"U","S","Mr","478","0"
"479","3","male",22,"0","0",7.5208,"U","S","Mr","479","0"
"480","3","female",2,"0","1",12.2875,"U","S","Miss","480","1"
"481","3","male",9,"5","2",46.9,"U","S","Master","481","0"
"482","2","male",36.3414814792133,"0","0",0,"U","S","Mr","482","0"
"483","3","male",50,"0","0",8.05,"U","S","Mr","483","0"
"484","3","female",63,"0","0",9.5875,"U","S","Mrs","484","1"
"485","1","male",25,"1","0",91.0792,"3","C","Mr","485","1"
"486","3","female",5.92991820225366,"3","1",25.4667,"U","S","Miss","486","0"
"487","1","female",35,"1","0",90,"4","S","Mrs","487","1"
"488","1","male",58,"0","0",29.7,"3","C","Mr","488","0"
"489","3","male",30,"0","0",8.05,"U","S","Mr","489","0"
"490","3","male",9,"1","1",15.9,"U","S","Master","490","1"
"491","3","male",27.6941530493457,"1","0",19.9667,"U","S","Mr","491","0"
"492","3","male",21,"0","0",7.25,"U","S","Mr","492","0"
"493","1","male",55,"0","0",30.5,"4","S","Mr","493","0"
"494","1","male",71,"0","0",49.5042,"U","C","Mr","494","0"
"495","3","male",21,"0","0",8.05,"U","S","Mr","495","0"
"496","3","male",26.3860766797776,"0","0",14.4583,"U","C","Mr","496","0"
"497","1","female",54,"1","0",78.2667,"5","C","Miss","497","1"
"498","3","male",30.1720557014979,"0","0",15.1,"U","S","Mr","498","0"
"499","1","female",25,"1","2",151.55,"4","S","Mrs","499","0"
"500","3","male",24,"0","0",7.7958,"U","S","Mr","500","0"
"501","3","male",17,"0","0",8.6625,"U","S","Mr","501","0"
"502","3","female",21,"0","0",7.75,"U","Q","Miss","502","0"
"503","3","female",23.5808293756669,"0","0",7.6292,"U","Q","Miss","503","0"
"504","3","female",37,"0","0",9.5875,"U","S","Miss","504","0"
"505","1","female",16,"0","0",86.5,"3","S","Miss","505","1"
"506","1","male",18,"1","0",108.9,"4","C","Mr","506","0"
"507","2","female",33,"0","2",26,"U","S","Mrs","507","1"
"508","1","male",43.7589908534956,"0","0",26.55,"U","S","Mr","508","1"
"509","3","male",28,"0","0",22.525,"U","S","Mr","509","0"
"510","3","male",26,"0","0",56.4958,"U","S","Mr","510","1"
"511","3","male",29,"0","0",7.75,"U","Q","Mr","511","1"
"512","3","male",28.4572031846922,"0","0",8.05,"U","S","Mr","512","0"
"513","1","male",36,"0","0",26.2875,"6","S","Mr","513","1"
"514","1","female",54,"1","0",59.4,"U","C","Mrs","514","1"
"515","3","male",24,"0","0",7.4958,"U","S","Mr","515","0"
"516","1","male",47,"0","0",34.0208,"5","S","Mr","516","0"
"517","2","female",34,"0","0",10.5,"7","S","Mrs","517","1"
"518","3","male",35.1333036113485,"0","0",24.15,"U","Q","Mr","518","0"
"519","2","female",36,"1","0",26,"U","S","Mrs","519","1"
"520","3","male",32,"0","0",7.8958,"U","S","Mr","520","0"
"521","1","female",30,"0","0",93.5,"3","S","Miss","521","1"
"522","3","male",22,"0","0",7.8958,"U","S","Mr","522","0"
"523","3","male",27.3471258507899,"0","0",7.225,"U","C","Mr","523","0"
"524","1","female",44,"0","1",57.9792,"3","C","Mrs","524","1"
"525","3","male",26.5938563643443,"0","0",7.2292,"U","C","Mr","525","0"
"526","3","male",40.5,"0","0",7.75,"U","Q","Mr","526","0"
"527","2","female",50,"0","0",10.5,"U","S","Miss","527","1"
"528","1","male",48.0160468816382,"0","0",221.7792,"4","S","Mr","528","0"
"529","3","male",39,"0","0",7.925,"U","S","Mr","529","0"
"530","2","male",23,"2","1",11.5,"U","S","Mr","530","0"
"531","2","female",2,"1","1",26,"U","S","Miss","531","1"
"532","3","male",26.5938563643443,"0","0",7.2292,"U","C","Mr","532","0"
"533","3","male",17,"1","1",7.2292,"U","C","Mr","533","0"
"534","3","female",29.3022824463119,"0","2",22.3583,"U","C","Mrs","534","1"
"535","3","female",30,"0","0",8.6625,"U","S","Miss","535","0"
"536","2","female",7,"0","2",26.25,"U","S","Miss","536","1"
"537","1","male",45,"0","0",26.55,"3","S","Major","537","0"
"538","1","female",30,"0","0",106.425,"U","C","Miss","538","1"
"539","3","male",28.6618759061594,"0","0",14.5,"U","S","Mr","539","0"
"540","1","female",22,"0","2",49.5,"3","C","Miss","540","1"
"541","1","female",36,"0","2",71,"3","S","Miss","541","1"
"542","3","female",9,"4","2",31.275,"U","S","Miss","542","0"
"543","3","female",11,"4","2",31.275,"U","S","Miss","543","0"
"544","2","male",32,"1","0",26,"U","S","Mr","544","1"
"545","1","male",50,"1","0",106.425,"4","C","Mr","545","0"
"546","1","male",64,"0","0",26,"U","S","Mr","546","0"
"547","2","female",19,"1","0",26,"U","S","Mrs","547","1"
"548","2","male",29.7288237156793,"0","0",13.8625,"U","C","Mr","548","1"
"549","3","male",33,"1","1",20.525,"U","S","Mr","549","0"
"550","2","male",8,"1","1",36.75,"U","S","Master","550","1"
"551","1","male",17,"0","2",110.8833,"4","C","Mr","551","1"
"552","2","male",27,"0","0",26,"U","S","Mr","552","0"
"553","3","male",32.3682029029279,"0","0",7.8292,"U","Q","Mr","553","0"
"554","3","male",22,"0","0",7.225,"U","C","Mr","554","1"
"555","3","female",22,"0","0",7.775,"U","S","Miss","555","1"
"556","1","male",62,"0","0",26.55,"U","S","Mr","556","0"
"557","1","female",48,"1","0",39.6,"2","C","Lady","557","1"
"558","1","male",36.4060243058123,"0","0",227.525,"U","C","Mr","558","0"
"559","1","female",39,"1","1",79.65,"6","S","Mrs","559","1"
"560","3","female",36,"1","0",17.4,"U","S","Mrs","560","1"
"561","3","male",35.3159549407244,"0","0",7.75,"U","Q","Mr","561","0"
"562","3","male",40,"0","0",7.8958,"U","S","Mr","562","0"
"563","2","male",28,"0","0",13.5,"U","S","Mr","563","0"
"564","3","male",28.4572031846922,"0","0",8.05,"U","S","Mr","564","0"
"565","3","female",23.2832072341555,"0","0",8.05,"U","S","Miss","565","0"
"566","3","male",24,"2","0",24.15,"U","S","Mr","566","0"
"567","3","male",19,"0","0",7.8958,"U","S","Mr","567","0"
"568","3","female",29,"0","4",21.075,"U","S","Mrs","568","0"
"569","3","male",26.5938563643443,"0","0",7.2292,"U","C","Mr","569","0"
"570","3","male",32,"0","0",7.8542,"U","S","Mr","570","1"
"571","2","male",62,"0","0",10.5,"U","S","Mr","571","1"
"572","1","female",53,"2","0",51.4792,"4","S","Mrs","572","1"
"573","1","male",36,"0","0",26.3875,"6","S","Mr","573","1"
"574","3","female",24.4556390104608,"0","0",7.75,"U","Q","Miss","574","1"
"575","3","male",16,"0","0",8.05,"U","S","Mr","575","0"
"576","3","male",19,"0","0",14.5,"U","S","Mr","576","0"
"577","2","female",34,"0","0",13,"U","S","Miss","577","1"
"578","1","female",39,"1","0",55.9,"6","S","Mrs","578","1"
"579","3","female",21.8683000275438,"1","0",14.4583,"U","C","Mrs","579","0"
"580","3","male",32,"0","0",7.925,"U","S","Mr","580","1"
"581","2","female",25,"1","1",30,"U","S","Miss","581","1"
"582","1","female",39,"1","1",110.8833,"4","C","Mrs","582","1"
"583","2","male",54,"0","0",26,"U","S","Mr","583","0"
"584","1","male",36,"0","0",40.125,"2","C","Mr","584","0"
"585","3","male",29.3806420885038,"0","0",8.7125,"U","C","Mr","585","0"
"586","1","female",18,"0","2",79.65,"6","S","Miss","586","1"
"587","2","male",47,"0","0",15,"U","S","Mr","587","0"
"588","1","male",60,"1","1",79.2,"3","C","Mr","588","1"
"589","3","male",22,"0","0",8.05,"U","S","Mr","589","0"
"590","3","male",28.4572031846922,"0","0",8.05,"U","S","Mr","590","0"
"591","3","male",35,"0","0",7.125,"U","S","Mr","591","0"
"592","1","female",52,"1","0",78.2667,"5","C","Mrs","592","1"
"593","3","male",47,"0","0",7.25,"U","S","Mr","593","0"
"594","3","female",15.4245737691543,"0","2",7.75,"U","Q","Miss","594","0"
"595","2","male",37,"1","0",26,"U","S","Mr","595","0"
"596","3","male",36,"1","1",24.15,"U","S","Mr","596","0"
"597","2","female",23.1232895489498,"0","0",33,"U","S","Miss","597","1"
"598","3","male",49,"0","0",0,"U","S","Mr","598","0"
"599","3","male",27.3471258507899,"0","0",7.225,"U","C","Mr","599","0"
"600","1","male",49,"1","0",56.9292,"2","C","Sir","600","1"
"601","2","female",24,"2","1",27,"U","S","Mrs","601","1"
"602","3","male",27.9267852258606,"0","0",7.8958,"U","S","Mr","602","0"
"603","1","male",38.3985379056347,"0","0",42.4,"U","S","Mr","603","0"
"604","3","male",44,"0","0",8.05,"U","S","Mr","604","0"
"605","1","male",35,"0","0",26.55,"U","C","Mr","605","1"
"606","3","male",36,"1","0",15.55,"U","S","Mr","606","0"
"607","3","male",30,"0","0",7.8958,"U","S","Mr","607","0"
"608","1","male",27,"0","0",30.5,"U","S","Mr","608","1"
"609","2","female",22,"1","2",41.5792,"U","C","Mrs","609","1"
"610","1","female",40,"0","0",153.4625,"4","S","Miss","610","1"
"611","3","female",39,"1","5",31.275,"U","S","Mrs","611","0"
"612","3","male",29.0683098154786,"0","0",7.05,"U","S","Mr","612","0"
"613","3","female",19.0945803037873,"1","0",15.5,"U","Q","Miss","613","1"
"614","3","male",35.3159549407244,"0","0",7.75,"U","Q","Mr","614","0"
"615","3","male",35,"0","0",8.05,"U","S","Mr","615","0"
"616","2","female",24,"1","2",65,"U","S","Miss","616","1"
"617","3","male",34,"1","1",14.4,"U","S","Mr","617","0"
"618","3","female",26,"1","0",16.1,"U","S","Mrs","618","0"
"619","2","female",4,"2","1",39,"7","S","Miss","619","1"
"620","2","male",26,"0","0",10.5,"U","S","Mr","620","0"
"621","3","male",27,"1","0",14.4542,"U","C","Mr","621","0"
"622","1","male",42,"1","0",52.5542,"5","S","Mr","622","1"
"623","3","male",20,"1","1",15.7417,"U","C","Mr","623","1"
"624","3","male",21,"0","0",7.8542,"U","S","Mr","624","0"
"625","3","male",21,"0","0",16.1,"U","S","Mr","625","0"
"626","1","male",61,"0","0",32.3208,"5","S","Mr","626","0"
"627","2","male",57,"0","0",12.35,"U","Q","Rev","627","0"
"628","1","female",21,"0","0",77.9583,"5","S","Miss","628","1"
"629","3","male",26,"0","0",7.8958,"U","S","Mr","629","0"
"630","3","male",29.6993785229901,"0","0",7.7333,"U","Q","Mr","630","0"
"631","1","male",80,"0","0",30,"2","S","Mr","631","1"
"632","3","male",51,"0","0",7.0542,"U","S","Mr","632","0"
"633","1","male",32,"0","0",30.5,"3","C","Dr","633","1"
"634","1","male",42.9878058837398,"0","0",0,"U","S","Mr","634","0"
"635","3","female",9,"3","2",27.9,"U","S","Miss","635","0"
"636","2","female",28,"0","0",13,"U","S","Miss","636","1"
"637","3","male",32,"0","0",7.925,"U","S","Mr","637","0"
"638","2","male",31,"1","1",26.25,"U","S","Mr","638","0"
"639","3","female",41,"0","5",39.6875,"U","S","Mrs","639","0"
"640","3","male",28.5079233912906,"1","0",16.1,"U","S","Mr","640","0"
"641","3","male",20,"0","0",7.8542,"U","S","Mr","641","0"
"642","1","female",24,"0","0",69.3,"3","C","Mlle","642","1"
"643","3","female",2,"3","2",27.9,"U","S","Miss","643","0"
"644","3","male",28.8469218453948,"0","0",56.4958,"U","S","Mr","644","1"
"645","3","female",0.75,"2","1",19.2583,"U","C","Miss","645","1"
"646","1","male",48,"1","0",76.7292,"5","C","Mr","646","1"
"647","3","male",19,"0","0",7.8958,"U","S","Mr","647","0"
"648","1","male",56,"0","0",35.5,"2","C","Col","648","1"
"649","3","male",29.6278611313959,"0","0",7.55,"U","S","Mr","649","0"
"650","3","female",23,"0","0",7.55,"U","S","Miss","650","1"
"651","3","male",27.9267852258606,"0","0",7.8958,"U","S","Mr","651","0"
"652","2","female",18,"0","1",23,"U","S","Miss","652","1"
"653","3","male",21,"0","0",8.4333,"U","S","Mr","653","0"
"654","3","female",23.000568310869,"0","0",7.8292,"U","Q","Miss","654","1"
"655","3","female",18,"0","0",6.75,"U","Q","Miss","655","0"
"656","2","male",24,"2","0",73.5,"U","S","Mr","656","0"
"657","3","male",27.9267852258606,"0","0",7.8958,"U","S","Mr","657","0"
"658","3","female",32,"1","1",15.5,"U","Q","Mrs","658","0"
"659","2","male",23,"0","0",13,"U","S","Mr","659","0"
"660","1","male",58,"0","2",113.275,"5","C","Mr","660","0"
"661","1","male",50,"2","0",133.65,"U","S","Dr","661","1"
"662","3","male",40,"0","0",7.225,"U","C","Mr","662","0"
"663","1","male",47,"0","0",25.5875,"6","S","Mr","663","0"
"664","3","male",36,"0","0",7.4958,"U","S","Mr","664","0"
"665","3","male",20,"1","0",7.925,"U","S","Mr","665","1"
"666","2","male",32,"2","0",73.5,"U","S","Mr","666","0"
"667","2","male",25,"0","0",13,"U","S","Mr","667","0"
"668","3","male",27.5571276855916,"0","0",7.775,"U","S","Mr","668","0"
"669","3","male",43,"0","0",8.05,"U","S","Mr","669","0"
"670","1","female",39.9218386382623,"1","0",52,"4","S","Mrs","670","1"
"671","2","female",40,"1","1",39,"U","S","Mrs","671","1"
"672","1","male",31,"1","0",52,"3","S","Mr","672","0"
"673","2","male",70,"0","0",10.5,"U","S","Mr","673","0"
"674","2","male",31,"0","0",13,"U","S","Mr","674","1"
"675","2","male",36.3414814792133,"0","0",0,"U","S","Mr","675","0"
"676","3","male",18,"0","0",7.775,"U","S","Mr","676","0"
"677","3","male",24.5,"0","0",8.05,"U","S","Mr","677","0"
"678","3","female",18,"0","0",9.8417,"U","S","Miss","678","1"
"679","3","female",43,"1","6",46.9,"U","S","Mrs","679","0"
"680","1","male",36,"0","1",512.3292,"3","C","Mr","680","1"
"681","3","female",21.9702966121769,"0","0",8.1375,"U","Q","Miss","681","0"
"682","1","male",27,"0","0",76.7292,"5","C","Mr","682","1"
"683","3","male",20,"0","0",9.225,"U","S","Mr","683","0"
"684","3","male",14,"5","2",46.9,"U","S","Mr","684","0"
"685","2","male",60,"1","1",39,"U","S","Mr","685","0"
"686","2","male",25,"1","2",41.5792,"U","C","Mr","686","0"
"687","3","male",14,"4","1",39.6875,"U","S","Mr","687","0"
"688","3","male",19,"0","0",10.1708,"U","S","Mr","688","0"
"689","3","male",18,"0","0",7.7958,"U","S","Mr","689","0"
"690","1","female",15,"0","1",211.3375,"3","S","Miss","690","1"
"691","1","male",31,"1","0",57,"3","S","Mr","691","1"
"692","3","female",4,"0","1",13.4167,"U","C","Miss","692","1"
"693","3","male",28.8469218453948,"0","0",56.4958,"U","S","Mr","693","1"
"694","3","male",25,"0","0",7.225,"U","C","Mr","694","0"
"695","1","male",60,"0","0",26.55,"U","S","Col","695","0"
"696","2","male",52,"0","0",13.5,"U","S","Mr","696","0"
"697","3","male",44,"0","0",8.05,"U","S","Mr","697","0"
"698","3","female",21.5488530741906,"0","0",7.7333,"U","Q","Miss","698","1"
"699","1","male",49,"1","1",110.8833,"4","C","Mr","699","0"
"700","3","male",42,"0","0",7.65,"7","S","Mr","700","0"
"701","1","female",18,"1","0",227.525,"4","C","Mrs","701","1"
"702","1","male",35,"0","0",26.2875,"6","S","Mr","702","1"
"703","3","female",18,"0","1",14.4542,"U","C","Miss","703","0"
"704","3","male",25,"0","0",7.7417,"U","Q","Mr","704","0"
"705","3","male",26,"1","0",7.8542,"U","S","Mr","705","0"
"706","2","male",39,"0","0",26,"U","S","Mr","706","0"
"707","2","female",45,"0","0",13.5,"U","S","Mrs","707","1"
"708","1","male",42,"0","0",26.2875,"6","S","Mr","708","1"
"709","1","female",22,"0","0",151.55,"U","S","Miss","709","1"
"710","3","male",6.3240287973138,"1","1",15.2458,"U","C","Master","710","1"
"711","1","female",24,"0","0",49.5042,"4","C","Mlle","711","1"
"712","1","male",44.2394331316177,"0","0",26.55,"4","S","Mr","712","0"
"713","1","male",48,"1","0",52,"4","S","Mr","713","1"
"714","3","male",29,"0","0",9.4833,"U","S","Mr","714","0"
"715","2","male",52,"0","0",13,"U","S","Mr","715","0"
"716","3","male",19,"0","0",7.65,"7","S","Mr","716","0"
"717","1","female",38,"0","0",227.525,"4","C","Miss","717","1"
"718","2","female",27,"0","0",10.5,"6","S","Miss","718","1"
"719","3","male",35.1300433909947,"0","0",15.5,"U","Q","Mr","719","0"
"720","3","male",33,"0","0",7.775,"U","S","Mr","720","0"
"721","2","female",6,"0","1",33,"U","S","Miss","721","1"
"722","3","male",17,"1","0",7.0542,"U","S","Mr","722","0"
"723","2","male",34,"0","0",13,"U","S","Mr","723","0"
"724","2","male",50,"0","0",13,"U","S","Mr","724","0"
"725","1","male",27,"1","0",53.1,"6","S","Mr","725","1"
"726","3","male",20,"0","0",8.6625,"U","S","Mr","726","0"
"727","2","female",30,"3","0",21,"U","S","Mrs","727","1"
"728","3","female",21.5488530741906,"0","0",7.7375,"U","Q","Miss","728","1"
"729","2","male",25,"1","0",26,"U","S","Mr","729","0"
"730","3","female",25,"1","0",7.925,"U","S","Miss","730","0"
"731","1","female",29,"0","0",211.3375,"3","S","Miss","731","1"
"732","3","male",11,"0","0",18.7875,"U","C","Mr","732","0"
"733","2","male",36.3414814792133,"0","0",0,"U","S","Mr","733","0"
"734","2","male",23,"0","0",13,"U","S","Mr","734","0"
"735","2","male",23,"0","0",13,"U","S","Mr","735","0"
"736","3","male",28.5,"0","0",16.1,"U","S","Mr","736","0"
"737","3","female",48,"1","3",34.375,"U","S","Mrs","737","0"
"738","1","male",35,"0","0",512.3292,"3","C","Mr","738","1"
"739","3","male",27.9267852258606,"0","0",7.8958,"U","S","Mr","739","0"
"740","3","male",27.9267852258606,"0","0",7.8958,"U","S","Mr","740","0"
"741","1","male",40.7335853288955,"0","0",30,"5","S","Mr","741","1"
"742","1","male",36,"1","0",78.85,"4","S","Mr","742","0"
"743","1","female",21,"2","2",262.375,"3","C","Miss","743","1"
"744","3","male",24,"1","0",16.1,"U","S","Mr","744","0"
"745","3","male",31,"0","0",7.925,"U","S","Mr","745","1"
"746","1","male",70,"1","1",71,"3","S","Capt","746","0"
"747","3","male",16,"1","1",20.25,"U","S","Mr","747","0"
"748","2","female",30,"0","0",13,"U","S","Miss","748","1"
"749","1","male",19,"1","0",53.1,"5","S","Mr","749","0"
"750","3","male",31,"0","0",7.75,"U","Q","Mr","750","0"
"751","2","female",4,"1","1",23,"U","S","Miss","751","1"
"752","3","male",6,"0","1",12.475,"6","S","Master","752","1"
"753","3","male",33,"0","0",9.5,"U","S","Mr","753","0"
"754","3","male",23,"0","0",7.8958,"U","S","Mr","754","0"
"755","2","female",48,"1","2",65,"U","S","Mrs","755","1"
"756","2","male",0.67,"1","1",14.5,"U","S","Master","756","1"
"757","3","male",28,"0","0",7.7958,"U","S","Mr","757","0"
"758","2","male",18,"0","0",11.5,"U","S","Mr","758","0"
"759","3","male",34,"0","0",8.05,"U","S","Mr","759","0"
"760","1","female",33,"0","0",86.5,"3","S","the Countess","760","1"
"761","3","male",28.6618759061594,"0","0",14.5,"U","S","Mr","761","0"
"762","3","male",41,"0","0",7.125,"U","S","Mr","762","0"
"763","3","male",20,"0","0",7.2292,"U","C","Mr","763","1"
"764","1","female",36,"1","2",120,"3","S","Mrs","764","1"
"765","3","male",16,"0","0",7.775,"U","S","Mr","765","0"
"766","1","female",51,"1","0",77.9583,"5","S","Mrs","766","1"
"767","1","male",44.1154273359994,"0","0",39.6,"U","C","Dr","767","0"
"768","3","female",30.5,"0","0",7.75,"U","Q","Miss","768","0"
"769","3","male",34.5062253950361,"1","0",24.15,"U","Q","Mr","769","0"
"770","3","male",32,"0","0",8.3625,"U","S","Mr","770","0"
"771","3","male",24,"0","0",9.5,"U","S","Mr","771","0"
"772","3","male",48,"0","0",7.8542,"U","S","Mr","772","0"
"773","2","female",57,"0","0",10.5,"6","S","Mrs","773","0"
"774","3","male",27.3471258507899,"0","0",7.225,"U","C","Mr","774","0"
"775","2","female",54,"1","3",23,"U","S","Mrs","775","1"
"776","3","male",18,"0","0",7.75,"U","S","Mr","776","0"
"777","3","male",33.8364160260336,"0","0",7.75,"7","Q","Mr","777","0"
"778","3","female",5,"0","0",12.475,"U","S","Miss","778","1"
"779","3","male",29.6993785229901,"0","0",7.7375,"U","Q","Mr","779","0"
"780","1","female",43,"0","1",211.3375,"3","S","Mrs","780","1"
"781","3","female",13,"0","0",7.2292,"U","C","Miss","781","1"
"782","1","female",17,"1","0",57,"3","S","Mrs","782","1"
"783","1","male",29,"0","0",30,"5","S","Mr","783","0"
"784","3","male",30.4839146308291,"1","2",23.45,"U","S","Mr","784","0"
"785","3","male",25,"0","0",7.05,"U","S","Mr","785","0"
"786","3","male",25,"0","0",7.25,"U","S","Mr","786","0"
"787","3","female",18,"0","0",7.4958,"U","S","Miss","787","1"
"788","3","male",8,"4","1",29.125,"U","Q","Master","788","0"
"789","3","male",1,"1","2",20.575,"U","S","Master","789","1"
"790","1","male",46,"0","0",79.2,"3","C","Mr","790","0"
"791","3","male",35.3159549407244,"0","0",7.75,"U","Q","Mr","791","0"
"792","2","male",16,"0","0",26,"U","S","Mr","792","0"
"793","3","female",15.5754733410087,"8","2",69.55,"U","S","Miss","793","0"
"794","1","male",40.1955852239154,"0","0",30.6958,"U","C","Mr","794","0"
"795","3","male",25,"0","0",7.8958,"U","S","Mr","795","0"
"796","2","male",39,"0","0",13,"U","S","Mr","796","0"
"797","1","female",49,"0","0",25.9292,"5","S","Dr","797","1"
"798","3","female",31,"0","0",8.6833,"U","S","Mrs","798","1"
"799","3","male",30,"0","0",7.2292,"U","C","Mr","799","0"
"800","3","female",30,"1","1",24.15,"U","S","Mrs","800","0"
"801","2","male",34,"0","0",13,"U","S","Mr","801","0"
"802","2","female",31,"1","1",26.25,"U","S","Mrs","802","1"
"803","1","male",11,"1","2",120,"3","S","Master","803","1"
"804","3","male",0.42,"0","1",8.5167,"U","C","Master","804","1"
"805","3","male",27,"0","0",6.975,"U","S","Mr","805","1"
"806","3","male",31,"0","0",7.775,"U","S","Mr","806","0"
"807","1","male",39,"0","0",0,"2","S","Mr","807","0"
"808","3","female",18,"0","0",7.775,"U","S","Miss","808","0"
"809","2","male",39,"0","0",13,"U","S","Mr","809","0"
"810","1","female",33,"1","0",53.1,"6","S","Mrs","810","1"
"811","3","male",26,"0","0",7.8875,"U","S","Mr","811","0"
"812","3","male",39,"0","0",24.15,"U","S","Mr","812","0"
"813","2","male",35,"0","0",10.5,"U","S","Mr","813","0"
"814","3","female",6,"4","2",31.275,"U","S","Miss","814","0"
"815","3","male",30.5,"0","0",8.05,"U","S","Mr","815","0"
"816","1","male",43.8604386765228,"0","0",0,"3","S","Mr","816","0"
"817","3","female",23,"0","0",7.925,"U","S","Miss","817","0"
"818","2","male",31,"1","1",37.0042,"U","C","Mr","818","0"
"819","3","male",43,"0","0",6.45,"U","S","Mr","819","0"
"820","3","male",10,"3","2",27.9,"U","S","Master","820","0"
"821","1","female",52,"1","1",93.5,"3","S","Mrs","821","1"
"822","3","male",27,"0","0",8.6625,"U","S","Mr","822","1"
"823","1","male",38,"0","0",0,"U","S","Jonkheer","823","0"
"824","3","female",27,"0","1",12.475,"6","S","Mrs","824","1"
"825","3","male",2,"4","1",39.6875,"U","S","Master","825","0"
"826","3","male",29.3662099351245,"0","0",6.95,"U","Q","Mr","826","0"
"827","3","male",28.8469218453948,"0","0",56.4958,"U","S","Mr","827","0"
"828","2","male",1,"0","2",37.0042,"U","C","Master","828","1"
"829","3","male",35.3159549407244,"0","0",7.75,"U","Q","Mr","829","1"
"830","1","female",62,"0","0",80,"3","","Mrs","830","1"
"831","3","female",15,"1","0",14.4542,"U","C","Mrs","831","1"
"832","2","male",0.83,"1","1",18.75,"U","S","Master","832","1"
"833","3","male",26.5938563643443,"0","0",7.2292,"U","C","Mr","833","0"
